stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1
6193,1211,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,3,-1,-1,5,5,5,5,5,5,5,5,4,4,4,4,3,3,4,4,5,4,2,1500,3,0,0,1,0,0,0,0,0,184.3333333,0
6194,1211,2,3,2,2,5,3,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,5,5,5,3,3,3,2,4,4,2,2,2,2,4,4,4,3,3,3,3,3,5,3,2,4,4,4,3,3,4,3,3,3,-1,1,1,0,0,0,0,0,0,0,232.3333333,0
6195,1211,2,3,2,2,5,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,3,5,5,4,4,250,1,1,0,0,0,0,0,0,0,165,0
6196,1211,2,3,2,2,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,-5,4,4,4,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,3,3,3,4,4,2,400,3,0,0,1,0,0,0,0,0,183.3333333,0
6197,1211,2,3,2,2,4,3,4,4,3,3,3,3,3,4,5,4,3,3,4,3,3,3,4,4,5,5,3,3,4,3,5,4,2,4,2,2,4,3,3,3,3,3,3,3,3,-1,4,1,3,3,3,2,4,3,3,2,300,3,0,0,1,0,0,0,0,0,172,1
6198,1211,1,3,2,2,3,3,3,2,3,3,3,3,3,1,4,5,4,3,2,1,3,5,2,5,5,5,1,1,1,1,2,4,4,4,5,3,3,4,3,4,3,4,3,3,3,4,3,5,4,5,4,2,4,3,3,3,380,6,0,0,0,0,0,1,0,0,184.6666667,1
6199,1211,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,5,4,5,5,4,5,4,5,3,2,1,2,1,3,4,4,3,4,3,3,4,4,4,5,2,3,4,3,5,4,5,4,1,800,1,1,0,0,0,0,0,0,0,195,0
6200,1211,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,3,4,4,5,4,2,3,4,4,4,4,4,5,4,4,4,4,4,3,4,2,2,3,2,3,3,3,4,4,350,1,1,0,0,0,0,0,0,0,185.3333333,1
6201,1211,2,3,2,2,4,4,3,4,4,4,3,4,4,4,5,5,3,4,5,3,5,3,4,4,5,5,4,3,4,4,4,3,4,4,2,3,2,4,3,4,4,4,3,4,3,2,3,1,3,5,4,5,3,5,4,5,350,3,0,0,1,0,0,0,0,0,185.3333333,0
6202,1211,1,3,2,2,5,5,3,4,4,3,3,3,3,3,3,5,4,3,2,1,5,4,5,5,5,5,1,1,1,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,200,5,0,0,0,0,1,0,0,0,147,0
6203,1211,2,3,2,2,4,4,4,4,4,4,4,3,4,5,5,4,5,4,4,5,4,4,4,4,5,4,3,3,3,3,3,4,3,2,3,2,3,3,3,3,3,3,2,3,3,4,3,3,4,3,4,3,3,3,3,3,300,1,1,0,0,0,0,0,0,0,174.3333333,0
6204,1211,1,3,2,2,4,3,3,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,3,4,3,4,3,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,5,4,3,3,2,3,3,2,400,1,1,0,0,0,0,0,0,0,188,0
6205,1211,1,3,2,2,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,3,2,3,2,3,4,4,4,3,4,3,3,3,4,1,4,4,4,4,2,4,4,4,3,370,1,1,0,0,0,0,0,0,0,212,0
6206,1211,1,3,2,2,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2,2,3,4,3,4,3,3,2,200,2,0,1,0,0,0,0,0,0,158.3333333,0
6207,1211,2,3,2,2,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,1,5,5,4,3,4,4,4,4,4,4,5,4,4,4,4,4,5,5,3,5,4,3,3,5,5,5,2,200,1,1,0,0,0,0,0,0,0,216.3333333,0
6208,1211,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,2,4,3,3,3,3,4,3,3,3,3,4,3,2,1,2,2,1,2,3,4,3,1,800,1,1,0,0,0,0,0,0,0,231.6666667,0
6209,1211,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,2,2,2,2,2,3,3,2,5,5,5,1000,5,0,0,0,0,1,0,0,0,185.3333333,0
6210,1211,2,3,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,4,5,3,2,1,3,2,3,3,3,2,3,3,3,3,2,4,4,3,4,5,3,4,3,4,5,4,350,1,1,0,0,0,0,0,0,0,213,0
6211,1211,2,3,2,2,5,5,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,4,3,3,3,2,3,3,2,3,3,2,3,4,4,4,3,3,3,3,3,2,3,2,4,4,3,2,3,3,2,3,400,1,1,0,0,0,0,0,0,0,185.3333333,2
6212,1211,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,3,3,2,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,5,5,4,3,350,3,0,0,1,0,0,0,0,0,199.6666667,1
6213,1211,1,3,2,2,5,4,4,4,4,3,4,1,4,2,4,4,4,4,4,4,4,4,1,3,1,4,4,4,3,4,4,4,3,4,4,2,4,3,3,4,3,3,3,3,4,4,5,5,5,5,5,4,5,5,3,3,350,4,0,0,0,1,0,0,0,0,174.3333333,1
6214,1211,2,3,2,2,3,4,3,4,5,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,5,2,3,3,3,3,2,3,3,3,3,2,1,1,1,2,3,3,4,4,4,4,4,4,3,5,5,5,3,400,1,1,0,0,0,0,0,0,0,198.3333333,0
6215,1211,1,3,2,2,3,4,3,4,3,3,3,2,3,3,1,3,4,3,3,1,3,3,1,3,2,1,4,3,3,3,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,3,2,3,3,4,4,3,3,3,3,-1,6,0,0,0,0,0,1,0,0,177.6666667,1
6216,1211,2,3,2,2,5,4,5,5,4,3,3,4,4,4,5,5,4,5,5,4,2,3,4,3,4,4,5,4,4,4,5,4,4,2,4,-1,-1,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,300,2,0,1,0,0,0,0,0,0,183.6666667,0
6217,1211,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,4,2,3,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,3,2,1,2,4,4,2,3,4,3,2,500,-1,0,0,0,0,0,0,0,0,224,0
6218,1211,2,3,2,2,5,5,5,5,5,4,5,4,4,4,5,4,3,3,5,4,4,4,4,4,4,4,4,3,2,5,4,3,4,3,2,2,2,3,4,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,2,3,300,3,0,0,1,0,0,0,0,0,192.6666667,0
6219,1211,2,3,2,2,5,4,4,5,4,4,3,3,4,4,5,4,4,3,5,4,2,3,3,3,4,4,5,4,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,550,5,0,0,0,0,1,0,0,0,205,0
6220,1211,2,3,2,2,5,5,4,5,4,5,5,5,5,5,5,5,3,3,5,3,5,4,4,4,3,3,5,5,4,5,5,3,2,2,2,3,4,3,3,4,4,4,3,3,3,4,4,3,3,5,3,5,5,5,5,1,250,5,0,0,0,0,1,0,0,0,241,0
6221,1212,1,3,2,2,5,4,5,5,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,5,5,4,5,5,3,2,3,3,3,4,3,2,3,1,2,3,4,3,3,4,2,4,4,4,5,4,4,4,1,350,3,0,0,1,0,0,0,0,0,198.6666667,0
6222,1212,1,3,2,2,5,4,4,4,4,4,4,4,5,4,5,4,3,4,4,3,3,3,3,4,3,2,5,5,5,5,5,4,4,3,4,4,4,3,4,3,3,4,3,3,4,2,2,3,1,4,4,3,2,4,4,2,450,2,0,1,0,0,0,0,0,0,178.6666667,0
6223,1212,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,3,-1,-1,-1,-1,3,3,3,3,3,3,5,3,3,3,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,200,1,1,0,0,0,0,0,0,0,156.3333333,2
6224,1212,1,3,2,2,5,5,5,5,4,5,4,4,5,5,5,3,3,3,3,3,5,5,4,4,5,5,5,4,3,5,5,-1,-1,-1,-1,4,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,4,4,-1,-1,200,1,1,0,0,0,0,0,0,0,203.3333333,2
6225,1212,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,3,4,5,4,3,400,6,0,0,0,0,0,1,0,0,229,0
6226,1212,2,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,4,5,5,4,3,4,2,3,5,4,3,3,4,4,4,4,4,4,4,3,4,3,3,2,5,5,4,3,500,5,0,0,0,0,1,0,0,0,196,1
6227,1212,2,3,2,2,5,5,4,5,4,4,4,5,5,5,5,5,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,2,2,2,3,3,4,3,3,2,2,3,3,4,3,4,3,3,4,4,3,4,3,3,3,1,500,2,0,1,0,0,0,0,0,0,187.6666667,0
6228,1212,2,3,2,2,3,3,3,4,3,4,3,4,3,4,4,5,5,4,5,5,5,5,5,5,5,5,4,3,2,3,3,4,2,1,4,4,4,4,3,4,2,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,400,1,1,0,0,0,0,0,0,0,234,0
6229,1212,2,3,2,2,5,5,5,5,4,3,4,3,3,4,4,4,5,5,4,3,3,3,4,3,4,4,4,4,5,4,4,3,2,3,4,2,3,3,2,2,1,2,3,3,2,5,4,2,5,5,5,4,4,5,5,3,480,-1,0,0,0,0,0,0,0,0,202,0
6230,1212,2,3,2,2,5,4,5,5,4,3,3,3,3,4,4,5,4,4,5,4,4,4,4,3,4,5,4,4,5,4,4,4,4,3,4,3,4,3,4,4,2,4,3,4,4,2,3,2,3,3,3,3,2,4,2,1,220,5,0,0,0,0,1,0,0,0,200.3333333,0
6231,1212,2,3,2,2,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,3,4,4,5,4,4,2,2,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,3,1,2,1,3,3,3,310,1,1,0,0,0,0,0,0,0,205.6666667,0
6232,1212,1,3,2,2,4,3,4,3,3,4,4,4,4,4,3,4,3,4,5,3,4,5,3,5,5,5,4,3,2,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,-1,3,2,2,230,2,0,1,0,0,0,0,0,0,158.3333333,0
6233,1212,2,3,2,2,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,5,4,3,5,5,5,4,4,4,5,5,4,2,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,-1,5,4,3,300,4,0,0,0,1,0,0,0,0,213.6666667,0
6234,1212,1,3,2,2,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,1,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,5,5,4,3,500,1,1,0,0,0,0,0,0,0,179.6666667,0
6235,1212,1,3,2,2,5,4,3,4,4,3,3,2,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,3,5,3,3,4,4,2,5,5,5,3,4,5,5,5,3,4,5,5,4,3,370,1,1,0,0,0,0,0,0,0,206.6666667,1
6236,1212,1,3,2,2,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,5,4,4,2,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,5,2,3,4,2,3,5,4,4,1,520,1,1,0,0,0,0,0,0,0,155.3333333,0
6237,1212,2,3,2,2,4,4,3,3,3,4,4,3,4,1,4,3,3,3,4,4,4,4,3,4,1,3,3,3,2,4,5,3,3,2,4,3,3,3,3,4,4,4,3,3,3,3,2,3,4,4,2,2,4,3,3,1,220,5,0,0,0,0,1,0,0,0,199.3333333,0
6238,1212,2,3,2,2,5,5,5,5,4,5,5,5,5,5,3,5,4,4,4,4,5,5,5,5,5,5,4,4,3,4,3,4,2,3,4,4,4,5,5,4,5,4,4,4,4,3,4,2,4,4,3,4,2,4,4,1,300,2,0,1,0,0,0,0,0,0,193,0
6239,1212,2,3,2,2,3,3,4,4,4,3,4,2,3,3,3,5,4,4,5,4,4,4,4,4,5,4,3,4,3,3,4,3,3,2,3,2,3,3,2,2,2,3,3,3,2,3,3,4,4,4,3,4,3,4,4,3,350,6,0,0,0,0,0,1,0,0,207,0
6240,1212,1,3,2,2,5,4,3,5,4,4,4,3,4,5,5,5,4,5,4,5,4,4,3,4,5,5,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,310,1,1,0,0,0,0,0,0,0,217.6666667,0
6241,1212,1,3,2,2,3,3,4,3,3,3,3,3,4,4,5,4,3,3,4,3,4,4,4,4,3,5,3,3,3,3,4,3,3,4,4,4,4,5,4,4,4,5,4,3,4,3,4,2,4,3,2,4,3,4,3,2,250,1,1,0,0,0,0,0,0,0,175.6666667,0
6242,2195,1,3,1,,3,5,4,5,5,4,4,4,4,4,5,4,4,3,4,3,3,3,3,2,3,4,3,3,1,-1,-1,3,5,3,5,5,4,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,4,4,2,200,2,0,1,0,0,0,0,0,0,142.6666667,0
6243,1212,2,3,2,2,4,3,4,4,3,3,3,3,3,3,3,5,4,4,3,3,3,4,3,3,4,3,3,2,-1,-1,-1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,5,4,3,800,7,0,0,0,0,0,0,1,0,198.3333333,0
6244,1212,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,5,5,4,4,4,5,5,4,4,4,4,5,4,5,5,3,3,2,3,4,4,4,3,4,4,4,500,1,1,0,0,0,0,0,0,0,185.3333333,0
6245,1212,2,3,2,2,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,440,3,0,0,1,0,0,0,0,0,235.3333333,0
6246,1212,1,3,2,2,5,3,4,5,3,3,3,3,4,3,5,4,3,3,3,3,3,2,2,3,1,5,5,5,5,3,4,4,5,4,4,4,4,4,4,5,3,4,4,4,4,1,3,2,3,2,2,2,4,4,4,4,300,1,1,0,0,0,0,0,0,0,187.6666667,1
6247,1212,2,3,2,2,5,5,4,5,4,3,3,4,4,3,4,4,4,4,4,3,4,3,2,2,3,4,4,5,3,5,4,4,4,3,3,3,3,4,4,3,4,3,3,2,3,3,4,1,3,3,1,4,3,3,3,2,-1,1,1,0,0,0,0,0,0,0,165.3333333,0
6248,1212,1,3,2,2,5,3,4,5,3,4,3,3,3,3,4,5,3,4,4,3,3,3,3,3,3,3,1,3,1,4,4,4,2,3,3,-5,-1,3,4,3,3,3,3,3,3,-1,-1,2,-1,3,-5,-1,4,3,4,1,700,5,0,0,0,0,1,0,0,0,130,1
6249,1212,1,3,2,2,4,5,3,3,5,4,4,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,1,1,0,0,0,0,0,0,0,108.6666667,0
6250,1212,1,3,2,2,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,4,2,400,6,0,0,0,0,0,1,0,0,242,0
6251,1213,1,3,2,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,4,2,3,5,5,5,2,250,1,1,0,0,0,0,0,0,0,199.3333333,0
6252,1213,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,4,4,2,5,5,5,4,3,4,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,4,210,1,1,0,0,0,0,0,0,0,213,1
6253,1213,2,3,2,2,4,4,3,4,4,3,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,3,2,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,5,5,4,4,1,2,5,4,4,2,460,1,1,0,0,0,0,0,0,0,222.3333333,1
6254,1213,1,3,2,2,3,3,3,4,3,1,3,1,3,1,5,3,3,3,4,3,3,3,3,3,4,5,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,2,500,4,0,0,0,1,0,0,0,0,222.3333333,0
6255,1213,1,3,2,2,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,-1,4,4,5,4,4,5,3,3,4,5,4,3,300,4,0,0,0,1,0,0,0,0,180.3333333,0
6256,1213,1,3,2,2,5,5,4,4,4,4,4,3,5,5,5,5,4,4,5,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,5,4,4,5,4,4,3,3,5,3,3,4,2,2,2,300,6,0,0,0,0,0,1,0,0,238.3333333,0
6257,1213,1,3,2,2,4,4,3,5,3,4,3,2,3,3,5,5,3,3,4,4,4,4,4,3,3,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,2,4,5,4,2,500,1,1,0,0,0,0,0,0,0,192.6666667,0
6258,1213,2,3,2,2,4,4,4,4,3,4,5,4,4,4,3,5,4,3,4,3,5,5,5,5,5,5,3,3,3,2,2,5,5,4,5,4,4,4,4,4,4,4,4,3,3,1,2,1,2,2,5,5,3,5,5,2,250,5,0,0,0,0,1,0,0,0,212.6666667,0
6259,1213,2,3,2,2,4,3,4,4,5,2,2,4,4,4,4,4,3,4,5,4,4,3,4,5,5,5,4,3,5,3,4,2,3,4,4,2,4,3,3,3,3,4,3,3,5,-1,-1,-1,4,-1,-1,-1,4,4,-1,-1,500,3,0,0,1,0,0,0,0,0,225.3333333,0
6260,1213,2,3,2,2,5,5,4,4,4,3,4,3,3,4,4,5,3,3,4,3,3,3,3,3,3,3,4,4,5,5,5,4,2,2,3,2,3,3,3,4,3,3,3,3,3,3,2,2,4,3,2,2,4,3,3,3,250,1,1,0,0,0,0,0,0,0,215.6666667,0
6261,1213,1,3,2,2,4,3,5,4,3,5,5,5,5,5,5,4,3,3,5,3,3,3,3,3,3,3,2,2,3,5,2,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,5,3,4,4,3,5,5,5,4,3,1000,4,0,0,0,1,0,0,0,0,176.6666667,1
6262,1213,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,3,2,2,3,2,4,3,4,4,3,4,4,2,1,1,4,4,3,3,200,1,1,0,0,0,0,0,0,0,215.6666667,0
6263,1213,2,3,2,2,4,3,3,4,4,2,2,2,2,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,3,2,3,3,3,300,1,1,0,0,0,0,0,0,0,238.3333333,0
6264,1213,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,3,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,400,1,1,0,0,0,0,0,0,0,225.6666667,0
6265,1213,2,3,2,2,5,4,5,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,5,5,5,4,2,2,4,4,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,300,1,1,0,0,0,0,0,0,0,183,0
6266,2197,2,3,1,1,4,2,2,5,3,5,4,4,4,4,4,4,3,3,5,3,3,3,3,3,3,2,1,1,2,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,2,4,5,5,5,5,3,3,4,1000,6,0,0,0,0,0,1,0,0,189.6666667,1
6267,1214,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,3,3,4,4,5,5,3,3,3,4,3,3,2,3,3,3,3,3,2,2,2,2,3,3,3,4,3,3,2,3,2,2,3,3,3,2,330,3,0,0,1,0,0,0,0,0,191.3333333,0
6268,1214,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,3,3,3,3,4,3,5,3,3,4,4,3,4,5,2,4,4,4,4,4,3,4,3,4,4,4,3,2,3,4,2,4,4,4,4,2,450,4,0,0,0,1,0,0,0,0,193,1
6269,,1,3,,,5,5,5,5,4,5,5,5,5,5,5,,,,,,,,,,,,4,5,3,4,3,2,3,4,4,1,4,3,3,3,3,2,2,2,1,3,3,2,2,5,3,1,3,3,2,4,300,1,1,0,0,0,0,0,0,0,163,0
6270,1214,1,3,2,2,3,4,3,3,3,3,2,2,2,2,3,3,2,3,4,3,3,3,2,3,3,3,2,3,2,2,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,1,2,5,3,3,1,250,1,1,0,0,0,0,0,0,0,146,0
6271,1214,1,3,2,2,4,4,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,4,3,2,100,-1,0,0,0,0,0,0,0,0,142,0
6272,1214,1,3,1,1,5,5,5,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,3,3,2,3,3,3,1,4,4,3,3,3,4,1,2,2,3,3,3,2,2,4,2,1,2,2,4,4,3,450,1,1,0,0,0,0,0,0,0,174.6666667,1
6273,1214,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,3,4,3,5,4,5,3,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,5,4,3,200,1,1,0,0,0,0,0,0,0,192.3333333,0
6274,1214,2,3,2,2,4,4,4,5,4,3,4,4,3,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,3,1,1,1,2,3,3,3,5,4,4,3,3,4,-1,4,-1,4,2,4,2,3,4,3,3,500,1,1,0,0,0,0,0,0,0,207.6666667,0
6275,1214,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,3,2,3,3,3,1,1,2,1,2,3,3,3,5,1,4,2,3,4,5,5,4,4,5,4,2,5,5,4,4,420,1,1,0,0,0,0,0,0,0,168.6666667,0
6276,1214,2,3,2,2,5,4,4,5,4,3,3,3,4,3,3,5,5,3,4,3,3,2,3,3,4,4,3,4,4,5,3,3,1,2,1,1,1,3,3,2,3,2,2,2,2,3,4,3,4,5,4,2,5,4,3,2,300,2,0,1,0,0,0,0,0,0,162,0
6277,1214,1,3,2,2,5,3,5,-1,4,3,2,1,1,1,1,5,4,5,5,1,5,3,1,2,1,4,5,5,4,4,5,3,2,2,3,2,3,3,3,3,3,3,3,2,2,2,3,4,4,2,1,2,3,4,4,1,100,1,1,0,0,0,0,0,0,0,136.6666667,1
6278,1214,2,3,2,2,5,4,3,5,4,4,3,4,3,3,4,5,4,3,5,4,3,3,4,3,3,4,4,5,4,4,5,3,4,3,4,3,-1,4,4,4,3,4,4,4,4,3,3,4,3,4,2,2,4,4,3,2,300,1,1,0,0,0,0,0,0,0,202,0
6279,1214,2,3,2,,4,3,5,4,3,3,2,5,5,3,2,5,3,3,5,4,4,3,5,4,2,5,3,5,5,4,3,3,2,2,3,3,3,4,4,4,3,3,4,4,3,4,5,3,4,3,3,3,4,5,5,3,430,5,0,0,0,0,1,0,0,0,192,0
6280,1214,2,3,2,2,4,3,4,4,3,3,3,4,4,5,5,4,3,4,5,3,4,4,4,4,4,3,3,3,2,2,3,3,2,2,3,4,3,4,4,4,4,4,3,3,4,2,3,3,4,4,3,3,4,4,4,2,500,1,1,0,0,0,0,0,0,0,223.6666667,0
6281,1214,1,3,2,2,5,5,4,5,4,3,4,4,4,5,5,5,5,5,5,4,3,4,5,5,3,4,5,4,3,4,5,3,3,2,2,3,3,3,3,2,2,2,3,3,3,2,4,2,3,4,4,4,3,4,3,2,200,1,1,0,0,0,0,0,0,0,130.6666667,0
6282,1214,1,3,2,2,4,3,3,4,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,2,2,3,4,4,3,4,3,3,4,3,3,3,4,3,3,2,3,3,2,3,2,1,3,3,3,3,2,200,2,0,1,0,0,0,0,0,0,141.6666667,0
6283,,1,3,,,5,1,4,5,1,1,1,1,1,1,5,,,,,,,,,,,,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,2,360,1,1,0,0,0,0,0,0,0,169.6666667,2
